0;-0,252661499;0,187333946
0,0333666;-0,252661499;0,188160392
0,0667332;-0,251834625;0,188160392
0,1000998;-0,250180879;0,189813284
0,1334664;-0,249354005;0,191466177
0,166833;-0,246873385;0,193945516
0,2001996;-0,244392765;0,197251301
0,2335662;-0,241912145;0,200557086
0,2669328;-0,236950904;0,204689317
0,3002994;-0,231989664;0,210474441
0,333666;-0,22620155;0,216259565
0,3670326;-0,219586563;0,222871136
0,4003992;-0,211317829;0,229482706
0,4337658;-0,203049096;0,236920722
0,4671324;-0,193126615;0,245185185
0,500499;-0,182377261;0,252623202
0,5338656;-0,16997416;0,260887665
0,5672322;-0,155917313;0,269152127
0,6005988;-0,140206718;0,27741659
0,6339654;-0,123669251;0,284854607
0,667332;-0,104651163;0,292292623
0,7006986;-0,083979328;0,298077747
0,7340652;-0,060826873;0,303036425
0,7674318;-0,037674419;0,30634221
0,8007984;-0,01369509;0,307995103
0,834165;0,010284238;0,307168656
0,8675316;0,039224806;0,304689317
0,9008982;0,068165375;0,29973064
0,9342648;0,092971576;0,293119069
0,9676314;0,122739018;0,282375268
1,000998;0,150852713;0,268325681
1,0343646;0,177312661;0,250970309
1,0677312;0,20377261;0,231135598
1,1010978;0,225271318;0,209647995
1,1344644;0,245116279;0,18402816
1,167831;0,26248062;0,160061218
1,2011976;0,276537468;0,131962045
1,2345642;0,288113695;0,103862871
1,2679308;0,298036176;0,074110805
1,3012974;0,304651163;0,0418794
1,334664;0,307131783;0,007995103
1,3680306;0,307958656;-0,025062749
1,4013972;0,301343669;-0,061426385
1,4347638;0,293074935;-0,09365779
1,4681304;0,282325581;-0,126715641
1,501497;0,265788114;-0,159773493
1,5348636;0,245116279;-0,191178451
1,5682302;0,221136951;-0,219277625
1,6015968;0,194677003;-0,245723906
1,6349634;0,163255814;-0,268037955
1,66833;0,127700258;-0,28704622
1,7016966;0,089664083;-0,301922253
1,7350632;0,048320413;-0,313492501
1,7684298;0,006149871;-0,317624732
1,8017964;-0,036847545;-0,31597184
1,835163;-0,081498708;-0,308533823
1,8685296;-0,123669251;-0,295310683
1,9018962;-0,1625323;-0,277955311
1,9352628;-0,203049096;-0,249029691
1,9686294;-0,236950904;-0,218451178
2,001996;-0,26754522;-0,181261096
2,0353626;-0,291524548;-0,139112335
2,0687292;-0,313850129;-0,08043465
2,1020958;-0,317984496;-0,034980104
2,1354624;-0,322118863;0,008821549
2,168829;-0,316330749;0,063367003
2,2021956;-0,300620155;0,113780227
2,2355622;-0,278294574;0,161714111
2,2689288;-0,245219638;0,20634221
2,3022954;-0,208010336;0,243532293
2,335662;-0,164186047;0,274937251
2,3690286;-0,110439276;0,302209979
2,4023952;-0,053385013;0,316259565
2,4357618;0,002842377;0,322871136
2,4691284;0,062377261;0,315433119
2,502495;0,117777778;0,297251301
2,5358616;0,172351421;0,269152127
2,5692282;0,221136951;0,231962045
2,6025948;0,26248062;0,185681053
2,6359614;0,294728682;0,131135598
2,669328;0,31622739;0,071631466
2,7026946;0,324496124;0,01295378
2,7360612;0,320361757;-0,048203245
2,7694278;0,305478036;-0,108533823
2,8027944;0,282325581;-0,163079278
2,836161;0,245943152;-0,213492501
2,8695276;0,202118863;-0,255641261
2,9028942;0,15250646;-0,288699112
2,9362608;0,09627907;-0,312666054
2,9696274;0,041705426;-0,324236302
3,002994;-0,018656331;-0,327542088
3,0363606;-0,073229974;-0,320104071
3,0697272;-0,126976744;-0,304401592
3,1030938;-0,174935401;-0,277955311
3,1364604;-0,217932817;-0,244897459
3,169827;-0,254315245;-0,207707377
3,2031936;-0,288217054;-0,1581206
3,2365602;-0,309715762;-0,110186716
3,2699268;-0,325426357;-0,057294154
3,3032934;-0,33121447;-0,001922253
3,33666;-0,32873385;0,050970309
3,3700266;-0,317984496;0,100557086
3,4033932;-0,294832041;0,152623202
3,4367598;-0,265891473;0,197251301
3,4701264;-0,230335917;0,236920722
3,503493;-0,190645995;0,27080502
3,5368596;-0,138552972;0,298904193
3,5702262;-0,090594315;0,317086012
3,6035928;-0,036020672;0,327003367
3,6369594;0,016072351;0,32865626
3,670326;0,071472868;0,320391797
3,7036926;0,124392765;0,304689317
3,7370592;0,173178295;0,278243036
3,7704258;0,217002584;0,243532293
3,8037924;0,259173127;0,200557086
3,837159;0,288113695;0,157581879
3,8705256;0,312093023;0,104689317
3,9038922;0,325322997;0,054276094
3,9372588;0,330284238;-0,007707377
3,9706254;0,324496124;-0,063905724
4,003992;0,30878553;-0,115145393
4,0373586;0,285633075;-0,16473217
4,0707252;0,251731266;-0,213492501
4,1040918;0,217002584;-0,248203245
4,1374584;0,172351421;-0,281261096
4,170825;0,126873385;-0,305228038
4,2041916;0,074780362;-0,323409856
4,2375582;0,021860465;-0,328368534
4,2709248;-0,028578811;-0,328368534
4,3042914;-0,081498708;-0,320104071
4,337658;-0,127803618;-0,303575145
4,3710246;-0,174935401;-0,278781757
4,4043912;-0,217105943;-0,246550352
4,4377578;-0,254315245;-0,209360269
4,4711244;-0,27994832;-0,169690848
4,504491;-0,303927649;-0,123409856
4,5378576;-0,320465116;-0,07134374
4,5712242;-0,327080103;-0,024236302
4,6045908;-0,327080103;0,020391797
4,6379574;-0,317984496;0,07080502
4,671324;-0,303100775;0,123697582
4,7046906;-0,2774677;0,168325681
4,7380572;-0,249354005;0,21295378
4,7714238;-0,21379845;0,24849097
4,8047904;-0,170801034;0,278243036
4,838157;-0,126149871;0,302209979
4,8715236;-0,076537468;0,31956535
4,9048902;-0,025271318;0,327829813
4,9382568;0,028475452;0,327829813
4,9716234;0,078914729;0,318738904
5,00499;0,131007752;0,29973064
5,0383566;0,178139535;0,273284359
5,0717232;0,222790698;0,239400061
5,1050898;0,26;0,202209979
5,1384564;0,290594315;0,155928987
5,171823;0,31374677;0,100557086
5,2051896;0,326976744;0,044358739
5,2385562;0,331937984;-0,007707377
5,2719228;0,325322997;-0,06473217
5,3052894;0,309612403;-0,120930517
5,338656;0,283979328;-0,172170187
5,3720226;0,250904393;-0,219277625
5,4053892;0,209560724;-0,257294154
5,4387558;0,163255814;-0,28704622
5,4721224;0,113643411;-0,310186716
5,505489;0,060723514;-0,325062749
5,5388556;0,006976744;-0,330021426
5,5722222;-0,047596899;-0,325889195
5,6055888;-0,098036176;-0,314318947
5,6389554;-0,150129199;-0,29365779
5,672322;-0,197260982;-0,26473217
5,7056886;-0,233643411;-0,231674319
5,7390552;-0,268372093;-0,190352005
5,7724218;-0,294005168;-0,147376798
5,8057884;-0,313023256;-0,097790021
5,839155;-0,32377261;-0,048203245
5,8725216;-0,327906977;-0,002748699
5,9058882;-0,324599483;0,052623202
5,9392548;-0,312196382;0,095598408
5,9726214;-0,292351421;0,146011631
6,005988;-0,266718346;0,191466177
6,0393546;-0,233643411;0,229482706
6,0727212;-0,196434109;0,261714111
6,1060878;-0,157571059;0,288160392
6,1394544;-0,11374677;0,307168656
6,172821;-0,06496124;0,320391797
6,2061876;-0,016175711;0,327829813
6,2395542;0,026821705;0,325350474
6,2729208;0,073953488;0,317912458
6,3062874;0,120258398;0,303036425
6,339654;0,161602067;0,28402816
6,3730206;0,199638243;0,259234772
6,4063872;0,231886305;0,230309152
6,4397538;0,261653747;0,200557086
6,4731204;0,283152455;0,165019896
6,506487;0,304651163;0,126176921
6,5398536;0,31870801;0,087333946
6,5732202;0,327803618;0,046011631
6,6065868;0,331937984;0,007995103
6,6399534;0,329457364;-0,027542088
6,67332;0,325322997;-0,061426385
6,7066866;0,315400517;-0,097790021
6,7400532;0,304651163;-0,130847873
6,7734198;0,286459948;-0,160599939
6,8067864;0,272403101;-0,18704622
6,840153;0,253385013;-0,213492501
6,8735196;0,232713178;-0,236632997
6,9068862;0,210387597;-0,255641261
6,9402528;0,187235142;-0,272170187
6,9736194;0,164082687;-0,288699112
7,006986;0,141757106;-0,30026936
7,0403526;0,118604651;-0,308533823
7,0737192;0,092971576;-0,317624732
7,1070858;0,071472868;-0,323409856
7,1404524;0,045839793;-0,326715641
7,173819;0,022687339;-0,32919498
7,2071856;0,000361757;-0,330021426
7,2405522;-0,021963824;-0,32919498
7,2739188;-0,040155039;-0,327542088
7,3072854;-0,066614987;-0,32258341
7,340652;-0,086459948;-0,316798286
7,3740186;-0,105478036;-0,312666054
7,4073852;-0,124496124;-0,305228038
7,4407518;-0,141860465;-0,296963575
7,4741184;-0,163359173;-0,286219773
7,507485;-0,173281654;-0,277955311
7,5408516;-0,189819121;-0,267211509
7,5742182;-0,205529716;-0,254814815
7,6075848;-0,215452196;-0,246550352
7,6409514;-0,228682171;-0,233327212
7,674318;-0,239431525;-0,221756964
7,7076846;-0,251834625;-0,206880931
